Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Find K Closest Elements,find-k-closest-elements,658,"Given a sorted integer array arr, two integers k and x, return the k closest integers to x in the array. The result should also be sorted in ascending order. An integer a is closer to x than an integer b if: ","Array,Two Pointers,Binary Search,Sliding Window,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",Medium,48.7,1450650,706428,,8686,813,,"374,375,719,2350","Guess Number Higher or Lower,Guess Number Higher or Lower II,Find K-th Smallest Pair Distance,Find Closest Number to Zero"
Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,659,"You are given an integer array nums that is sorted in non-decreasing order. Determine if it is possible to split nums into one or more subsequences such that both of the following conditions are true: Return true if you can split nums according to the above conditions, or false otherwise. A subsequence of an array is a new array that is formed from the original array by deleting some (can be none) of the elements without disturbing the relative positions of the remaining elements. (i.e., [1,3,5] is a subsequence of [1,2,3,4,5] while [1,3,2] is not). ","Array,Hash Table,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw",Medium,51.5,271302,139762,,4511,812,,"347,1422","Top K Frequent Elements,Divide Array in Sets of K Consecutive Numbers"
Remove 9,remove-9,660,,Math,VG9waWNUYWdOb2RlOjg=,Hard,57.4,19358,11102,,164,204,,,
Image Smoother,image-smoother,661,"An image smoother is a filter of the size 3 x 3 that can be applied to each cell of an image by rounding down the average of the cell and the eight surrounding cells (i.e., the average of the nine cells in the blue smoother). If one or more of the surrounding cells of a cell is not present, we do not consider it in the average (i.e., the average of the four cells in the red smoother). Given an m x n integer matrix img representing the grayscale of an image, return the image after applying the smoother on each cell of it. ","Array,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz",Easy,68.4,271900,185972,,1194,2972,,,
Maximum Width of Binary Tree,maximum-width-of-binary-tree,662,"Given the root of a binary tree, return the maximum width of the given tree. The maximum width of a tree is the maximum width among all levels. The width of one level is defined as the length between the end-nodes (the leftmost and rightmost non-null nodes), where the null nodes between the end-nodes that would be present in a complete binary tree extending down to that level are also counted into the length calculation. It is guaranteed that the answer will in the range of a 32-bit signed integer. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,44.2,1112504,491388,,9276,1271,,,
Equal Tree Partition,equal-tree-partition,663,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,42.2,84845,35829,,503,37,,2531,Create Components With Same Value
Strange Printer,strange-printer,664,"There is a strange printer with the following two special properties: Given a string s, return the minimum number of turns the printer needed to print it. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,60.8,252323,153359,,2707,284,,"546,1696","Remove Boxes,Strange Printer II"
Non-decreasing Array,non-decreasing-array,665,"Given an array nums with n integers, your task is to check if it could become non-decreasing by modifying at most one element. We define an array is non-decreasing if nums[i] <= nums[i + 1] holds for every i (0-based) such that (0 <= i <= n - 2). ",Array,VG9waWNUYWdOb2RlOjU=,Medium,25.1,1123294,281769,,5810,786,,"1419,2205,3674","Make Array Non-decreasing or Non-increasing,Find Good Days to Rob the Bank,Count Non-Decreasing Subarrays After K Operations"
Path Sum IV,path-sum-iv,666,,"Array,Hash Table,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,62.7,64443,40377,,423,519,,"112,113,124,437","Path Sum,Path Sum II,Binary Tree Maximum Path Sum,Path Sum III"
Beautiful Arrangement II,beautiful-arrangement-ii,667,"Given two integers n and k, construct a list answer that contains n different positive integers ranging from 1 to n and obeys the following requirement: Return the list answer. If there multiple valid answers, return any of them. ","Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Medium,60.4,95385,57634,,810,1058,,526,Beautiful Arrangement
Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,668,"Nearly everyone has used the Multiplication Table. The multiplication table of size m x n is an integer matrix mat where mat[i][j] == i * j (1-indexed). Given three integers m, n, and k, return the kth smallest element in the m x n multiplication table. ","Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx",Hard,52.9,142674,75475,,2224,60,,"378,719,802,2666,3375","Kth Smallest Element in a Sorted Matrix,Find K-th Smallest Pair Distance,K-th Smallest Prime Fraction,Minimum Time to Eat All Grains,Kth Smallest Amount With Single Denomination Combination"
Trim a Binary Search Tree,trim-a-binary-search-tree,669,"Given the root of a binary search tree and the lowest and highest boundaries as low and high, trim the tree so that all its elements lies in [low, high]. Trimming the tree should not change the relative structure of the elements that will remain in the tree (i.e., any node's descendant should remain a descendant). It can be proven that there is a unique answer. Return the root of the trimmed binary search tree. Note that the root may change depending on the given bounds. ","Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,66.4,486927,323205,,5986,264,,,
Maximum Swap,maximum-swap,670,You are given an integer num. You can swap two digits at most once to get the maximum valued number. Return the maximum valued number you can get. ,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",Medium,51.8,918481,476110,,4195,269,,321,Create Maximum Number
Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,671,"Given a non-empty special binary tree consisting of nodes with the non-negative value, where each node in this tree has exactly two or zero sub-node. If the node has two sub-nodes, then this node's value is the smaller value among its two sub-nodes. More formally, the property root.val = min(root.left.val, root.right.val) always holds. Given such a binary tree, you need to output the second minimum value in the set made of all the nodes' value in the whole tree. If no such second minimum value exists, output -1 instead.  ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,45.3,488779,221625,,1945,1900,,230,Kth Smallest Element in a BST
Bulb Switcher II,bulb-switcher-ii,672,"There is a room with n bulbs labeled from 1 to n that all are turned on initially, and four buttons on the wall. Each of the four buttons has a different functionality where: You must make exactly presses button presses in total. For each press, you may pick any of the four buttons to press. Given the two integers n and presses, return the number of different possible statuses after performing all presses button presses. ","Math,Bit Manipulation,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,49.5,54358,26890,,179,238,,"319,1491","Bulb Switcher,Number of Times Binary String Is Prefix-Aligned"
Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,673,"Given an integer array nums, return the number of longest increasing subsequences. Notice that the sequence has to be strictly increasing. ","Array,Dynamic Programming,Binary Indexed Tree,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5",Medium,50.0,574861,287314,,7075,282,,"300,674,2526","Longest Increasing Subsequence,Longest Continuous Increasing Subsequence,Longest Increasing Subsequence II"
Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,674,"Given an unsorted array of integers nums, return the length of the longest continuous increasing subsequence (i.e. subarray). The subsequence must be strictly increasing. A continuous increasing subsequence is defined by two indices l and r (l < r) such that it is [nums[l], nums[l + 1], ..., nums[r - 1], nums[r]] and for each l <= i < r, nums[i] < nums[i + 1]. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,51.2,608764,311505,,2404,187,,"673,727,1542,2526","Number of Longest Increasing Subsequence,Minimum Window Subsequence,Consecutive Characters,Longest Increasing Subsequence II"
Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,675,"You are asked to cut off all the trees in a forest for a golf event. The forest is represented as an m x n matrix. In this matrix: In one step, you can walk in any of the four directions: north, east, south, and west. If you are standing in a cell with a tree, you can choose whether to cut it off. You must cut off the trees in order from shortest to tallest. When you cut off a tree, the value at its cell becomes 1 (an empty cell). Starting from the point (0, 0), return the minimum steps you need to walk to cut off all the trees. If you cannot cut off all the trees, return -1. Note: The input is generated such that no two trees have the same height, and there is at least one tree needs to be cut off. ","Array,Breadth-First Search,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz",Hard,35.3,220671,77996,,1261,686,,,
Implement Magic Dictionary,implement-magic-dictionary,676,"Design a data structure that is initialized with a list of different words. Provided a string, you should determine if you can change exactly one character in this string to match any word in the data structure. Implement the MagicDictionary class: ","Hash Table,String,Depth-First Search,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3",Medium,56.6,166167,94113,,1435,212,,"208,720","Implement Trie (Prefix Tree),Longest Word in Dictionary"
Map Sum Pairs,map-sum-pairs,677,Design a map that allows you to do the following: Implement the MapSum class: ,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3",Medium,56.8,230423,130774,,1697,162,,"1333,2494","Sort the Jumbled Numbers,Sum of Prefix Scores of Strings"
Valid Parenthesis String,valid-parenthesis-string,678,"Given a string s containing only three types of characters: '(', ')' and '*', return true if s is valid. The following rules define a valid string: ","String,Dynamic Programming,Stack,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3",Medium,39.0,1244328,484813,,6600,208,"Use backtracking to explore all possible combinations of treating '*' as either '(', ')', or an empty string. If any combination leads to a valid string, return true. DP[i][j] represents whether the substring s[i:j] is valid. Keep track of the count of open parentheses encountered so far. If you encounter a close parenthesis, it should balance with an open parenthesis. Utilize a stack to handle this effectively. How about using 2 stacks instead of 1? Think about it.","763,2221","Special Binary String,Check if a Parentheses String Can Be Valid"
24 Game,24-game,679,"You are given an integer array cards of length 4. You have four cards, each containing a number in the range [1, 9]. You should arrange the numbers on these cards in a mathematical expression using the operators ['+', '-', '*', '/'] and the parentheses '(' and ')' to get the value 24. You are restricted with the following rules: Return true if you can get such expression that evaluates to 24, and false otherwise. ","Array,Math,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0",Hard,50.0,176213,88137,,1512,256,,,
Valid Palindrome II,valid-palindrome-ii,680,"Given a string s, return true if the s can be palindrome after deleting at most one character from it. ","Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Easy,43.1,2277450,980785,,8624,488,,"125,1178,2468","Valid Palindrome,Valid Palindrome III,Valid Palindrome IV"
Next Closest Time,next-closest-time,681,,"Hash Table,String,Backtracking,Enumeration","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDY2",Medium,46.9,245216,115082,,739,1074,,,
Baseball Game,baseball-game,682,"You are keeping the scores for a baseball game with strange rules. At the beginning of the game, you start with an empty record. You are given a list of strings operations, where operations[i] is the ith operation you must apply to the record and is one of the following: Return the sum of all the scores on the record after applying all the operations. The test cases are generated such that the answer and all intermediate calculations fit in a 32-bit integer and that all operations are valid. ","Array,Stack,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU1",Easy,78.9,606713,478574,,3090,1943,,1720,Crawler Log Folder
K Empty Slots,k-empty-slots,683,,"Array,Binary Indexed Tree,Segment Tree,Queue,Sliding Window,Heap (Priority Queue),Ordered Set,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw,VG9waWNUYWdOb2RlOjYxMDcx",Hard,37.7,173296,65408,,823,703,,,
Redundant Connection,redundant-connection,684,"In this problem, a tree is an undirected graph that is connected and has no cycles. You are given a graph that started as a tree with n nodes labeled from 1 to n, with one additional edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The graph is represented as an array edges of length n where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the graph. Return an edge that can be removed so that the resulting graph is a tree of n nodes. If there are multiple answers, return the answer that occurs last in the input. ","Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",Medium,66.5,835385,555363,,6910,439,,"685,721,2246,2671","Redundant Connection II,Accounts Merge,Maximum Employees to Be Invited to a Meeting,Shortest Cycle in a Graph"
Redundant Connection II,redundant-connection-ii,685,"In this problem, a rooted tree is a directed graph such that, there is exactly one node (the root) for which all other nodes are descendants of this node, plus every node has exactly one parent, except for the root node which has no parents. The given input is a directed graph that started as a rooted tree with n nodes (with distinct values from 1 to n), with one additional directed edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The resulting graph is given as a 2D-array of edges. Each element of edges is a pair [ui, vi] that represents a directed edge connecting nodes ui and vi, where ui is a parent of child vi. Return an edge that can be removed so that the resulting graph is a rooted tree of n nodes. If there are multiple answers, return the answer that occurs last in the given 2D-array. ","Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",Hard,35.2,232525,81876,,2438,326,,684,Redundant Connection
Repeated String Match,repeated-string-match,686,"Given two strings a and b, return the minimum number of times you should repeat string a so that string b is a substring of it. If it is impossible for b​​​​​​ to be a substring of a after repeating it, return -1. Notice: string ""abc"" repeated 0 times is """", repeated 1 time is ""abc"" and repeated 2 times is ""abcabc"". ","String,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUy",Medium,36.9,571297,210596,,2718,999,,459,Repeated Substring Pattern
Longest Univalue Path,longest-univalue-path,687,"Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value. This path may or may not pass through the root. The length of the path between two nodes is represented by the number of edges between them. ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,42.7,480036,204800,,4362,676,,"124,250,437,2364","Binary Tree Maximum Path Sum,Count Univalue Subtrees,Path Sum III,Longest Path With Different Adjacent Characters"
Knight Probability in Chessboard,knight-probability-in-chessboard,688,"On an n x n chessboard, a knight starts at the cell (row, column) and attempts to make exactly k moves. The rows and columns are 0-indexed, so the top-left cell is (0, 0), and the bottom-right cell is (n - 1, n - 1). A chess knight has eight possible moves it can make, as illustrated below. Each move is two cells in a cardinal direction, then one cell in an orthogonal direction. Each time the knight is to move, it chooses one of eight possible moves uniformly at random (even if the piece would go off the chessboard) and moves there. The knight continues moving until it has made exactly k moves or has moved off the chessboard. Return the probability that the knight remains on the board after it has stopped moving. ",Dynamic Programming,VG9waWNUYWdOb2RlOjEz,Medium,56.6,305592,172965,,3952,487,,"576,3560","Out of Boundary Paths,Maximum Number of Moves to Kill All Pawns"
Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,689,"Given an integer array nums and an integer k, find three non-overlapping subarrays of length k with maximum sum and return them. Return the result as a list of indices representing the starting position of each interval (0-indexed). If there are multiple answers, return the lexicographically smallest one. ","Array,Dynamic Programming,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4",Hard,59.5,251587,149618,,2560,157,,"123,3731,3894","Best Time to Buy and Sell Stock III,Sum of Variable Length Subarrays,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values"
Employee Importance,employee-importance,690,"You have a data structure of employee information, including the employee's unique ID, importance value, and direct subordinates' IDs. You are given an array of employees employees where: Given an integer id that represents an employee's ID, return the total importance value of this employee and all their direct and indirect subordinates. ","Array,Hash Table,Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,68.5,344184,235614,,2165,1348,,339,Nested List Weight Sum
Stickers to Spell Word,stickers-to-spell-word,691,"We are given n different types of stickers. Each sticker has a lowercase English word on it. You would like to spell out the given string target by cutting individual letters from your collection of stickers and rearranging them. You can use each sticker more than once if you want, and you have infinite quantities of each sticker. Return the minimum number of stickers that you need to spell out target. If the task is impossible, return -1. Note: In all test cases, all words were chosen randomly from the 1000 most common US English words, and target was chosen as a concatenation of two random words. ","Array,Hash Table,String,Dynamic Programming,Backtracking,Bit Manipulation,Memoization,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDc4",Hard,50.1,178990,89613,,1293,128,"We want to perform an exhaustive search, but we need to speed it up based on the input data being random.

For all stickers, we can ignore any letters that are not in the target word.

When our candidate answer won't be smaller than an answer we have already found, we can stop searching this path.

When a sticker dominates another, we shouldn't include the dominated sticker in our sticker collection.  [Here, we say a sticker `A` dominates `B` if `A.count(letter) >= B.count(letter)` for all letters.]",383,Ransom Note
Top K Frequent Words,top-k-frequent-words,692,"Given an array of strings words and an integer k, return the k most frequent strings. Return the answer sorted by the frequency from highest to lowest. Sort the words with the same frequency by their lexicographical order. ","Array,Hash Table,String,Trie,Sorting,Heap (Priority Queue),Bucket Sort,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYw,VG9waWNUYWdOb2RlOjYxMDYy",Medium,59.3,1195569,708963,,7855,364,,"347,1014,1919,2378,2421","Top K Frequent Elements,K Closest Points to Origin,Sort Features by Popularity,Sender With Largest Word Count,Maximum Number of Pairs in Array"
Binary Number with Alternating Bits,binary-number-with-alternating-bits,693,"Given a positive integer, check whether it has alternating bits: namely, if two adjacent bits will always have different values. ",Bit Manipulation,VG9waWNUYWdOb2RlOjE5,Easy,63.4,247925,157307,,1399,113,,191,Number of 1 Bits
Number of Distinct Islands,number-of-distinct-islands,694,,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDY1",Medium,62.3,310012,193069,,2297,151,,"200,711,2035","Number of Islands,Number of Distinct Islands II,Count Sub Islands"
Max Area of Island,max-area-of-island,695,"You are given an m x n binary matrix grid. An island is a group of 1's (representing land) connected 4-directionally (horizontal or vertical.) You may assume all four edges of the grid are surrounded by water. The area of an island is the number of cells with a value 1 in the island. Return the maximum area of an island in grid. If there is no island, return 0. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,73.2,1466077,1073000,,10323,215,,"200,419,463,1845,2206,2764","Number of Islands,Battleships in a Board,Island Perimeter,Largest Submatrix With Rearrangements,Detonate the Maximum Bombs,Maximum Number of Fish in a Grid"
Count Binary Substrings,count-binary-substrings,696,"Given a binary string s, return the number of non-empty substrings that have the same number of 0's and 1's, and all the 0's and all the 1's in these substrings are grouped consecutively. Substrings that occur multiple times are counted the number of times they occur. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Easy,65.9,353346,232959,,4095,896,"How many valid binary substrings exist in ""000111"", and how many in ""11100""?  What about ""00011100""?","271,2629,3479","Encode and Decode Strings,Number of Substrings With Fixed Ratio,Count the Number of Substrings With Dominant Ones"
Degree of an Array,degree-of-an-array,697,"Given a non-empty array of non-negative integers nums, the degree of this array is defined as the maximum frequency of any one of its elements. Your task is to find the smallest possible length of a (contiguous) subarray of nums, that has the same degree as nums. ","Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",Easy,57.4,432541,248444,,3151,1787,"Say 5 is the only element that occurs the most number of times - for example, nums = [1, 5, 2, 3, 5, 4, 5, 6].  What is the answer?",53,Maximum Subarray
Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,698,"Given an integer array nums and an integer k, return true if it is possible to divide this array into k non-empty subsets whose sums are all equal. ","Array,Dynamic Programming,Backtracking,Bit Manipulation,Memoization,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDc4",Medium,38.1,813515,310206,,7365,535,"We can figure out what target each subset must sum to.  Then, let's recursively search, where at each call to our function, we choose which of k subsets the next value will join.","416,1418,2135,2482","Partition Equal Subset Sum,Fair Distribution of Cookies,Maximum Number of Ways to Partition an Array,Maximum Rows Covered by Columns"
Falling Squares,falling-squares,699,"There are several squares being dropped onto the X-axis of a 2D plane. You are given a 2D integer array positions where positions[i] = [lefti, sideLengthi] represents the ith square with a side length of sideLengthi that is dropped with its left edge aligned with X-coordinate lefti. Each square is dropped one at a time from a height above any landed squares. It then falls downward (negative Y direction) until it either lands on the top side of another square or on the X-axis. A square brushing the left/right side of another square does not count as landing on it. Once it lands, it freezes in place and cannot be moved. After each square is dropped, you must record the height of the current tallest stack of squares. Return an integer array ans where ans[i] represents the height described above after dropping the ith square. ","Array,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw",Hard,46.3,68670,31799,,656,75,"If positions = [[10, 20], [20, 30]], this is the same as [[1, 2], [2, 3]].  Currently, the values of positions are very large.  Can you generalize this approach so as to make the values in positions manageable?",218,The Skyline Problem
Search in a Binary Search Tree,search-in-a-binary-search-tree,783,"You are given the root of a binary search tree (BST) and an integer val. Find the node in the BST that the node's value equals val and return the subtree rooted with that node. If such a node does not exist, return null. ","Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Easy,81.8,1432945,1171515,,6284,204,,"270,784,2567","Closest Binary Search Tree Value,Insert into a Binary Search Tree,Closest Nodes Queries in a Binary Search Tree"
Insert into a Binary Search Tree,insert-into-a-binary-search-tree,784,"You are given the root node of a binary search tree (BST) and a value to insert into the tree. Return the root node of the BST after the insertion. It is guaranteed that the new value does not exist in the original BST. Notice that there may exist multiple valid ways for the insertion, as long as the tree remains a BST after insertion. You can return any of them. ","Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,73.4,967737,710394,,6177,185,,783,Search in a Binary Search Tree
Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,786,,"Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5",Medium,72.8,148193,107914,,931,50,,"792,1672","Binary Search,Find the Index of the Large Integer"
Kth Largest Element in a Stream,kth-largest-element-in-a-stream,789,"You are part of a university admissions office and need to keep track of the kth highest test score from applicants in real-time. This helps to determine cut-off marks for interviews and admissions dynamically as new applicants submit their scores. You are tasked to implement a class which, for a given integer k, maintains a stream of test scores and continuously returns the kth highest test score after a new score has been submitted. More specifically, we are looking for the kth highest score in the sorted list of all scores. Implement the KthLargest class: ","Tree,Design,Binary Search Tree,Heap (Priority Queue),Binary Tree,Data Stream","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDYz",Easy,59.9,1388416,831595,,6134,3921,,"215,1953,2207","Kth Largest Element in an Array,Finding MK Average,Sequentially Ordinal Rank Tracker"
Binary Search,binary-search,792,"Given an array of integers nums which is sorted in ascending order, and an integer target, write a function to search target in nums. If target exists, then return its index. Otherwise, return -1. You must write an algorithm with O(log n) runtime complexity. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Easy,59.6,5399415,3218109,,12651,276,,"786,2614","Search in a Sorted Array of Unknown Size,Maximum Count of Positive Integer and Negative Integer"
Design HashSet,design-hashset,816,Design a HashSet without using any built-in hash table libraries. Implement MyHashSet class: ,"Array,Hash Table,Linked List,Design,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1",Easy,67.1,747091,500952,,3919,321,,"817,1337","Design HashMap,Design Skiplist"
Design HashMap,design-hashmap,817,Design a HashMap without using any built-in hash table libraries. Implement the MyHashMap class: ,"Array,Hash Table,Linked List,Design,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1",Easy,65.9,1030889,679411,,5284,491,,"816,1337","Design HashSet,Design Skiplist"
